@type|@id|@lat|@lon|addr:city|addr:housenumber|addr:postcode|addr:street|addr:place|name|brand
way|1065341051|50.4747844|20.7221191|Busko-Zdrój|19|28-100|Stawowa||Delikatesy Centrum|Delikatesy Centrum
way|1068617826|54.0880026|21.9200298||||||Delikatesy Centrum|Delikatesy Centrum
way|1090726791|50.0665580|22.1196586||||||Delikatesy Centrum|Delikatesy Centrum
way|1095846377|50.4473680|20.1409385||||||Delikatesy Centrum|
way|1104104113|50.1341742|20.1157628||||||Delikatesy Centrum|Delikatesy Centrum
way|1105818708|50.0321809|22.0962283||649|36-007||Malawa|Delikatesy Centrum|Delikatesy Centrum
way|1110329696|50.5196418|20.9875593||76D|28-142||Tuczępy|Delikatesy Centrum|
way|1115608200|50.0873318|21.9514591||||||Delikatesy Centrum|Delikatesy Centrum
way|1136462675|50.3851148|21.3480723||||||Delikatesy Centrum|
way|1138002346|49.8360089|20.9613955|Gromnik|21|33-180|Krynicka||Delikatesy Centrum|Delikatesy Centrum
way|1148781374|50.0680016|21.5894080|Ropczyce|27A|39-100|Kolejowa||Delikatesy Centrum|
way|1150795721|49.9817442|22.0208670|Rzeszów|433||Aleja Generała Władysława Sikorskiego||Delikatesy Centrum|Delikatesy Centrum
way|1152388041|50.6270702|19.3630290|Żarki|10|42-310|Częstochowska||Delikatesy Centrum|Delikatesy Centrum
way|1156548169|52.6977827|21.8482072|Brok||07-306|Jarosława Dąbrowskiego||Delikatesy Centrum|
way|1172485231|50.0929631|22.1838946||265|37-125||Czarna|Delikatesy Centrum|Delikatesy Centrum
